"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
2181359,1,"A",4,16,73,50,2,"E",24,13
2181366,1,"B",7,8,41,50,10,"D",24,13
2181386,1,"A",6,6,63,50,1,"D",24,13
2181407,1,"A",6,10,37,50,1,"D",24,13
2181417,1,"C",7,22,43,50,1,"E",24,13
2181422,1,"C",6,6,70,50,4,"E",24,13
2181424,1,"B",5,14,35,51,1,"D",24,12
2181486,1,"E",7,3,46,50,3,"E",26,13
2181493,1,"A",6,4,67,50,2,"D",24,13
2181535,1,"A",7,6,48,50,10,"D",24,13
2181544,1,"D",7,6,74,76,2,"E",24,5
2181593,0.73,"A",6,14,50,50,1,"E",24,13
2181600,1,"A",9,9,40,50,11,"E",24,13
2181615,0.87,"C",4,13,37,72,2,"E",53,6
2181629,1,"E",5,4,51,58,6,"E",53,13
2181648,1,"D",5,16,73,50,2,"E",24,13
2181654,0.68,"C",7,2,50,50,2,"D",24,13
2181663,1,"A",7,13,71,50,2,"D",24,13
2181676,1,"D",7,10,49,50,11,"D",24,13
2181679,1,"A",5,3,54,50,2,"E",24,13
2181686,0.21,"A",5,7,42,50,5,"D",24,13
2181691,1,"C",4,8,85,50,2,"E",24,13
2181701,0.7,"A",6,9,53,50,3,"D",24,13
2181736,1,"C",4,6,60,50,13,"E",24,13
2181749,0.68,"C",4,6,41,65,2,"E",24,7
2181753,0.06,"A",6,7,55,50,2,"D",54,13
2181821,1,"E",5,1,48,51,5,"D",82,12
2181857,0.08,"C",7,13,41,50,1,"E",82,13
2181858,0.32,"C",7,13,41,50,1,"E",82,13
2181874,0.49,"C",7,4,44,50,12,"D",82,13
2181909,0.9,"E",5,4,37,50,5,"D",82,13
2181912,0.3,"C",7,15,73,50,2,"D",82,13
2181920,0.15,"C",7,5,44,50,1,"D",53,13
2182003,0.5,"E",6,2,39,50,6,"D",52,13
2182045,0.11,"D",7,2,45,67,1,"E",52,7
2182052,0.41,"D",6,10,44,50,1,"D",52,13
2182061,1,"C",6,16,57,50,1,"D",25,13
2182065,0.49,"B",6,13,53,50,1,"D",52,13
2182073,1,"C",7,6,61,50,13,"D",53,13
2182131,0.25,"E",5,6,35,63,4,"D",52,13
2182140,1,"C",4,18,74,50,6,"E",52,13
2182189,1,"D",7,18,70,50,5,"E",24,13
2182201,1,"C",5,8,49,50,1,"E",82,13
2182238,1,"B",4,12,51,50,2,"E",82,13
2182243,1,"D",6,7,51,50,2,"D",82,13
2182257,0.12,"E",4,13,62,62,1,"E",93,13
2182269,0.27,"D",8,2,43,50,2,"D",82,13
2182323,1,"A",6,11,36,72,2,"D",54,6
2182336,0.46,"A",5,3,36,50,2,"D",82,13
2182349,1,"D",5,10,51,50,5,"D",82,13
2182354,1,"E",10,20,39,50,2,"E",11,13
2182399,1,"A",5,11,78,50,2,"E",54,13
2182401,0.46,"A",8,5,61,50,10,"D",54,13
2182413,1,"D",4,12,42,50,3,"D",52,13
2182459,1,"C",12,33,62,50,1,"E",25,13
2182467,1,"C",11,32,45,50,1,"D",52,13
2182525,1,"B",9,3,38,50,3,"D",52,13
2182546,1,"E",7,10,54,50,1,"E",25,13
2182574,1,"C",6,3,56,50,1,"E",53,13
2182584,1,"D",7,10,69,50,1,"E",53,13
2182599,1,"C",7,5,54,50,1,"E",25,13
2182650,0.4,"D",5,11,31,50,2,"D",53,13
2182747,1,"A",7,14,53,50,1,"E",24,13
2182749,0.91,"A",5,8,81,50,2,"E",24,13
2182768,1,"C",5,5,55,50,4,"E",24,13
2182770,1,"C",10,6,53,50,3,"D",24,13
2182772,0.24,"C",6,6,63,50,1,"D",24,13
2182785,0.23,"D",8,5,70,50,2,"E",24,13
2182793,1,"A",7,6,60,50,1,"D",24,13
2182797,1,"A",5,16,74,50,1,"E",24,13
2182823,1,"B",6,17,41,50,3,"E",24,13
2182835,1,"C",7,13,36,75,2,"D",24,5
2182846,0.63,"A",8,5,51,50,2,"D",24,13
2182851,1,"B",10,15,37,50,2,"D",24,13
2182856,0.81,"C",5,13,34,50,2,"D",24,13
2182938,0.33,"A",6,7,37,50,1,"D",24,13
2183000,0.83,"A",7,3,54,50,11,"D",24,13
2183016,1,"B",6,15,56,50,1,"D",24,13
2183033,0.24,"B",7,1,54,50,1,"D",24,13
2183057,1,"B",11,12,49,50,11,"E",24,13
2183075,1,"A",6,7,51,50,2,"D",24,13
2183090,1,"C",11,4,43,50,10,"E",24,13
2183124,1,"D",9,11,41,50,2,"E",53,13
2183128,0.4,"E",4,2,56,50,1,"E",25,13
2183178,0.49,"C",6,11,48,50,1,"D",25,13
2183190,1,"D",7,8,57,50,2,"D",53,13
2183203,1,"B",8,4,41,50,10,"D",52,13
2183233,0.95,"C",7,18,50,50,1,"E",53,13
2183266,0.35,"B",5,15,48,50,1,"D",25,13
2183273,1,"C",5,13,48,50,1,"E",53,13
2183306,0.62,"D",7,16,53,50,1,"E",54,13
2183401,1,"C",5,2,39,76,5,"E",54,5
2183403,1,"B",5,4,59,50,1,"E",53,13
2183409,1,"F",4,8,48,54,14,"E",11,11
2183414,1,"B",7,14,56,50,1,"E",24,13
2183422,0.48,"D",5,13,33,71,2,"E",24,6
2183456,0.96,"C",6,1,44,50,2,"D",24,13
2183473,0.88,"A",6,4,54,50,1,"E",24,13
2183485,1,"E",4,6,40,50,2,"E",24,13
2183491,1,"C",6,5,34,50,2,"E",24,13
2183520,1,"C",6,6,69,50,1,"D",24,13
2183551,1,"B",4,12,47,50,5,"E",82,13
2183583,0.57,"C",6,12,50,60,1,"E",11,9
2183584,0.09,"C",7,9,50,60,12,"D",11,9
2183594,1,"B",5,3,58,50,2,"E",82,13
2183598,1,"E",5,8,53,50,5,"D",82,13
2183648,1,"A",6,15,52,50,1,"D",24,13
2183659,1,"C",5,12,38,50,2,"D",24,13
2183694,1,"A",4,15,68,50,2,"E",24,13
2183726,1,"A",4,7,34,56,2,"D",24,13
2183738,0.88,"A",4,8,42,50,1,"E",24,13
2183796,1,"A",6,2,48,50,1,"E",24,13
2183824,1,"A",5,16,49,50,2,"D",24,13
2183836,1,"B",6,2,58,50,2,"D",24,13
2183840,1,"C",5,16,40,50,1,"E",24,13
2183857,0.92,"A",7,9,33,50,11,"D",24,13
2183861,0.46,"C",7,10,56,50,3,"D",26,13
2183887,0.11,"E",5,7,38,76,2,"E",11,5
2183903,1,"C",4,4,56,50,2,"E",24,13
2183917,0.82,"C",6,9,41,62,2,"D",24,13
2183966,1,"B",5,17,42,50,2,"D",24,13
2183976,1,"A",6,18,55,50,2,"D",24,13
2183987,1,"B",7,6,74,50,2,"E",24,13
2184016,1,"A",4,16,64,50,1,"E",24,13
2184023,1,"A",6,14,41,50,2,"E",24,13
2184031,1,"A",5,12,37,51,2,"D",24,12
2184068,1,"C",5,10,35,50,2,"D",24,13
2184087,1,"C",5,12,37,50,1,"E",23,13
2184093,0.94,"A",6,5,69,50,2,"D",24,13
2184136,1,"A",7,4,59,50,2,"D",24,13
2184193,0.25,"A",5,13,61,52,2,"D",24,13
2184197,0.26,"A",4,3,34,57,1,"E",26,10
2184198,0.73,"A",4,3,34,51,1,"E",26,12
2184202,0.22,"B",6,11,73,50,1,"D",24,13
2184211,0.61,"A",4,16,64,50,2,"E",24,13
2184215,0.03,"A",6,9,59,50,2,"D",24,13
2184227,1,"C",8,5,61,50,2,"D",24,13
2184233,1,"D",7,3,50,50,3,"E",24,13
2184298,1,"B",6,8,33,51,14,"E",52,12
2184305,1,"B",5,19,37,51,3,"D",53,12
2184350,1,"D",5,7,52,50,3,"D",53,13
2184393,0.49,"C",7,14,71,50,2,"D",24,13
2184404,1,"C",7,1,54,50,2,"D",24,13
2184469,0.41,"A",5,1,51,57,1,"D",24,10
2184473,0.47,"F",7,3,43,50,1,"D",11,13
2184511,1,"A",7,6,71,50,6,"E",24,13
2184553,0.36,"A",4,7,50,50,2,"E",24,13
2184561,1,"C",7,8,68,50,1,"E",24,13
2184660,0.78,"D",6,15,56,50,1,"D",54,13
2184664,1,"B",7,4,52,50,1,"E",24,13
2184687,1,"A",6,8,39,50,2,"D",24,13
2184695,1,"C",6,14,49,50,1,"D",24,13
2184704,1,"D",7,1,52,50,2,"E",52,13
2184730,1,"C",5,11,37,50,5,"D",54,13
2184742,1,"B",6,15,76,50,1,"E",52,13
2184763,1,"C",7,6,43,50,1,"D",52,13
2184769,0.36,"D",6,12,50,54,2,"E",53,11
2184833,1,"D",5,10,40,50,3,"D",53,13
2184872,1,"F",5,9,44,50,2,"D",11,13
2184951,1,"A",7,7,55,50,2,"D",24,13
2184996,1,"D",7,9,33,50,1,"E",24,13
2185048,1,"C",6,5,59,50,2,"E",24,13
2185083,1,"E",5,12,55,50,1,"E",82,13
2185099,1,"C",4,12,54,73,6,"E",26,5
2185114,1,"D",9,16,55,50,1,"E",82,13
2185118,0.43,"C",7,9,63,50,1,"E",26,13
2185129,1,"A",5,3,42,50,2,"D",24,13
2185167,1,"C",6,9,60,50,1,"D",93,13
2185171,1,"E",6,16,64,50,1,"D",24,13
2185173,1,"C",4,8,64,50,6,"E",24,13
2185188,0.56,"D",9,8,36,50,11,"E",24,13
2185238,0.57,"D",7,16,64,75,1,"E",82,5
2185258,1,"C",6,6,56,50,6,"D",24,13
2185262,1,"A",5,14,61,50,2,"D",24,13
2185285,1,"E",7,9,36,57,5,"D",82,10
2185288,1,"E",6,8,35,50,12,"E",72,13
2185377,0.62,"B",7,10,59,50,4,"D",83,13
2185389,1,"D",14,9,71,50,10,"E",53,13
2185406,1,"D",4,5,53,50,1,"E",24,13
2185408,1,"C",5,20,66,50,12,"E",25,13
2185410,1,"C",4,14,44,50,2,"E",52,13
2185433,0.73,"D",9,7,68,50,1,"E",52,13
2185436,1,"C",6,9,45,50,1,"D",53,13
2185579,1,"A",5,2,66,50,1,"D",54,13
2185609,1,"C",9,12,32,72,11,"E",53,6
2185644,1,"E",5,6,43,50,2,"E",52,13
2185656,1,"B",9,9,50,50,2,"E",52,13
2185681,1,"D",6,10,56,50,1,"D",52,13
2185685,1,"D",7,3,40,65,3,"E",24,7
2185701,0.16,"E",5,14,37,50,4,"D",11,13
2185763,0.01,"F",5,8,47,50,1,"D",11,13
2185769,0.1,"C",7,2,37,56,1,"E",24,13
2185836,1,"A",9,4,70,50,12,"E",24,13
2185838,1,"C",7,3,44,50,1,"E",24,13
2185856,1,"A",5,3,92,50,2,"E",24,13
2185864,1,"C",5,6,37,50,1,"D",24,13
2185884,1,"A",13,31,55,50,10,"D",24,13
2185895,1,"C",4,8,35,50,2,"E",24,13
2185928,0.24,"D",5,18,51,51,1,"D",24,12
2185943,1,"A",5,4,81,55,1,"E",24,13
2185955,1,"F",8,15,58,50,13,"D",11,13
2185972,1,"F",5,14,79,50,1,"E",11,13
2186008,1,"B",6,11,32,50,5,"E",24,13
2186030,1,"B",6,15,59,59,2,"E",24,13
2186046,0.21,"A",6,7,33,50,1,"D",82,13
2186052,1,"E",9,1,37,58,1,"E",82,13
2186088,1,"C",10,13,47,50,5,"D",82,13
2186115,0.69,"E",6,3,38,80,2,"E",24,4
2186125,0.03,"E",5,3,55,57,2,"E",82,10
2186160,0.85,"C",7,8,32,50,1,"E",82,13
2186196,0.71,"C",6,8,40,50,1,"D",82,13
2186211,0.22,"E",7,16,40,50,2,"E",82,13
2186214,1,"D",6,4,50,50,2,"D",11,13
2186322,0.14,"E",7,7,41,50,10,"D",53,13
2186436,1,"C",4,13,50,50,1,"D",52,13
2186447,1,"B",5,8,37,50,3,"E",24,13
2186475,1,"C",7,9,58,50,12,"D",25,13
2186478,0.67,"C",7,4,49,50,2,"D",53,13
2186506,1,"D",4,11,58,50,2,"E",82,13
2186536,1,"D",6,16,35,50,1,"D",54,13
2186553,1,"F",5,5,49,60,3,"E",11,9
2186577,1,"C",5,6,38,50,1,"E",52,13
2186601,1,"C",7,11,51,50,2,"D",24,13
2186610,1,"D",4,12,65,50,6,"E",24,13
2186614,1,"B",4,13,60,50,1,"D",24,13
2186620,1,"A",6,7,37,75,3,"E",24,5
2186649,0.04,"C",6,15,56,50,12,"E",72,13
2186721,0.08,"A",5,13,36,50,5,"D",24,13
2186722,0.91,"A",5,13,36,50,5,"D",24,13
2186752,0.2,"C",7,12,40,64,5,"E",24,8
2186755,0.27,"C",5,17,69,57,1,"E",24,10
2186763,0.06,"A",6,11,40,50,1,"D",52,13
2186775,0.86,"C",5,6,47,50,4,"E",24,13
2186828,0.74,"C",7,13,43,50,14,"E",24,13
2186867,1,"A",8,3,37,50,2,"D",24,13
2186869,1,"D",6,6,70,50,2,"E",24,13
2186886,1,"C",9,18,53,50,1,"E",24,13
2186952,0.6,"D",7,13,66,50,10,"D",53,13
2187018,0.58,"B",6,12,33,58,1,"D",53,13
2187037,0.15,"C",11,20,38,64,3,"E",52,8
2187084,0.24,"C",5,7,32,85,2,"D",53,3
2187093,1,"D",6,10,32,50,2,"D",53,13
2187110,0.78,"D",7,6,50,50,1,"E",52,13
2187131,1,"A",5,13,42,50,2,"D",54,13
2187214,1,"A",5,15,73,50,2,"D",24,13
2187268,1,"D",4,13,54,50,5,"E",82,13
2187338,1,"D",4,8,42,50,2,"D",82,13
2187368,1,"B",6,6,31,60,2,"D",25,9
2187375,1,"D",7,1,35,54,2,"D",52,11
2187403,1,"E",5,2,36,50,1,"E",72,13
2187418,1,"C",6,6,67,50,1,"E",53,13
2187426,1,"C",4,3,72,50,12,"E",52,13
2187481,1,"D",9,3,62,50,2,"E",53,13
2187574,1,"B",5,3,70,50,1,"D",52,13
2187601,0.83,"E",4,19,37,50,1,"E",25,13
2187619,1,"E",7,4,45,50,11,"E",52,13
2187638,1,"D",4,16,58,50,2,"E",52,13
2187680,0.74,"C",4,9,56,50,2,"E",52,13
2187720,1,"A",5,16,60,50,2,"E",24,13
2187734,1,"C",7,14,67,50,2,"D",24,13
2187863,0.67,"C",6,12,45,57,1,"D",24,10
2187895,0.34,"A",4,11,47,50,3,"D",24,13
2187904,0.05,"A",5,12,52,50,2,"D",24,13
2187935,0.51,"B",9,2,42,68,3,"D",83,7
2187964,1,"C",6,10,32,56,1,"D",24,13
2187991,1,"C",7,2,61,50,1,"D",82,13
2187999,0.85,"E",7,11,56,50,2,"D",24,13
2188008,0.78,"C",8,3,56,50,6,"E",26,13
2188012,1,"D",4,10,34,50,6,"E",24,13
2188017,1,"C",6,8,66,50,2,"D",82,13
2188021,0.75,"E",6,12,52,50,3,"D",24,13
2188024,0.75,"A",5,3,47,50,6,"D",82,13
2188030,1,"A",9,6,74,50,2,"E",24,13
2188032,1,"C",5,18,38,56,5,"E",82,13
2188048,0.12,"D",6,13,57,50,5,"E",82,13
2188054,1,"C",5,10,34,68,1,"E",83,7
2188090,1,"E",7,9,31,50,1,"E",24,13
2188160,1,"F",7,13,61,50,2,"E",11,13
2188208,0.44,"B",6,1,34,50,2,"E",24,13
2188291,1,"C",10,15,57,50,5,"D",24,13
2188306,0.41,"C",6,7,37,50,5,"D",24,13
2188310,0.8,"A",6,14,32,95,3,"E",24,1
2188340,1,"C",11,23,76,50,1,"D",24,13
2188342,0.74,"D",6,16,36,50,1,"D",24,13
2188343,1,"A",7,3,55,50,1,"D",24,13
2188398,1,"E",4,6,55,50,1,"E",82,13
2188405,0.55,"C",4,12,33,60,4,"D",82,9
2188411,0.99,"C",7,0,30,71,2,"D",24,6
2188415,1,"C",4,3,28,50,12,"E",42,13
2188420,0.74,"E",12,6,65,50,11,"E",82,13
2188435,0.75,"E",5,10,39,100,5,"D",24,0
2188470,1,"C",5,17,74,50,2,"E",82,13
2188499,1,"C",7,14,67,50,2,"E",53,13
2188503,0.24,"C",6,11,38,50,2,"D",52,13
2188512,1,"C",6,11,43,50,1,"D",52,13
2188519,1,"A",14,6,65,50,10,"D",25,13
2188531,0.74,"D",4,12,37,50,2,"D",53,13
2188536,0.21,"B",5,2,44,50,2,"D",52,13
2188559,1,"C",5,2,72,50,2,"E",53,13
2188578,0.35,"C",5,6,35,51,1,"E",53,12
2188625,1,"D",5,4,83,50,1,"E",25,13
2188686,0.24,"B",4,2,73,62,2,"E",24,13
2188724,0.75,"A",6,11,66,50,2,"E",24,13
2188735,1,"D",6,8,48,50,1,"E",24,13
2188764,0.16,"C",5,4,48,50,2,"D",24,13
2188845,1,"A",6,7,71,50,2,"E",24,13
2188888,1,"B",7,7,39,50,1,"D",24,13
2188922,1,"A",7,7,35,50,2,"D",24,13
2188939,0.01,"E",6,9,38,54,2,"D",26,11
2188960,1,"D",6,12,36,68,3,"D",25,7
2188990,1,"B",6,11,77,50,2,"E",24,13
2189062,0.08,"C",6,6,69,52,2,"E",24,13
2189063,0.36,"A",7,2,52,55,3,"D",26,13
2189065,0.24,"A",5,5,31,95,1,"E",24,1
2189070,1,"A",7,5,55,50,1,"D",24,13
2189080,1,"B",6,11,63,50,1,"D",24,13
2189089,0.5,"A",7,14,30,71,2,"D",24,6
2189101,1,"A",5,13,68,50,2,"D",24,13
2189221,0.73,"D",6,6,53,50,2,"D",82,13
2189284,1,"C",7,6,36,50,2,"E",26,13
2189289,0.00821917808219178,"D",5,10,44,100,2,"D",24,0
2189294,0.86,"C",6,7,35,51,1,"D",82,12
2189315,0.29,"A",6,6,49,50,13,"D",24,13
2189324,0.92,"A",7,7,36,63,12,"E",82,13
2189361,0.45,"E",4,16,49,50,5,"E",52,13
2189368,0.47,"C",5,8,68,50,1,"E",24,13
2189370,0.52,"C",6,9,32,50,1,"D",24,13
2189383,0.92,"B",4,12,43,50,2,"D",52,13
2189428,0.58,"C",6,4,51,50,1,"E",53,13
2189452,1,"D",9,16,50,50,1,"E",52,13
2189549,0.44,"C",4,14,34,60,2,"D",53,9
2189562,1,"C",6,5,40,50,1,"E",52,13
2189586,0.25,"A",7,11,66,50,2,"D",24,13
2189593,0.18,"B",5,13,39,50,2,"D",24,13
2189648,0.38,"C",4,7,43,50,6,"E",53,13
2189649,1,"A",5,4,34,50,2,"D",53,13
2189656,0.12,"B",6,8,36,50,2,"D",53,13
2189683,1,"B",6,8,66,52,2,"D",52,13
2189726,0.02,"C",6,5,30,50,2,"D",52,13
2189731,1,"D",5,21,56,50,3,"D",53,13
2189738,1,"D",6,6,76,50,5,"E",53,13
2189745,1,"B",5,2,66,50,2,"E",52,13
2189774,1,"C",4,13,41,50,2,"E",52,13
2189780,1,"C",4,7,56,50,2,"E",53,13
2189789,0.84,"B",9,6,77,50,1,"D",53,13
2189813,0.13,"D",6,12,45,50,1,"E",82,13
2189825,0.16,"A",5,13,50,50,2,"D",52,13
2189833,0.87,"A",4,11,35,50,4,"D",25,13
2189970,1,"B",7,8,32,60,2,"D",24,9
2189982,1,"C",6,4,52,50,1,"D",24,13
2189989,0.75,"A",6,9,40,63,1,"D",24,13
2189995,1,"A",5,9,41,50,5,"D",52,13
2190037,0.02,"C",6,3,38,54,3,"D",24,11
2190197,1,"A",11,5,57,54,1,"D",82,11
2190257,1,"E",5,5,72,50,1,"E",52,13
2190280,1,"E",4,8,31,51,11,"D",11,12
2190283,1,"B",7,6,30,51,4,"E",52,12
2190287,1,"F",8,3,69,58,3,"E",11,13
2190307,0.75,"D",7,17,54,50,5,"D",52,13
2190316,1,"A",7,5,52,50,2,"D",24,13
2190332,0.41,"C",10,1,64,50,10,"D",24,13
2190387,0.52,"A",4,11,46,54,2,"E",24,11
2190453,1,"A",4,29,89,50,1,"E",24,13
2190512,1,"B",5,14,31,51,2,"E",52,12
2190533,0.55,"C",5,15,37,60,3,"D",91,9
2190542,1,"B",4,1,60,50,3,"D",53,13
2190589,0.86,"C",9,15,38,50,1,"E",24,13
2190667,1,"D",5,2,68,66,2,"D",82,7
2190670,0.04,"A",7,6,37,50,10,"D",24,13
2190703,1,"A",4,12,69,50,2,"E",24,13
2190713,0.75,"A",6,3,55,50,1,"D",24,13
2190727,1,"C",5,15,46,50,2,"D",24,13
2190743,0.5,"C",5,6,34,50,1,"D",25,13
2190773,1,"D",7,10,71,50,2,"E",52,13
2190811,1,"C",10,11,44,50,4,"E",54,13
2190817,0.65,"B",7,6,43,50,1,"E",82,13
2190839,1,"A",6,11,56,59,1,"D",24,13
2190899,1,"D",7,6,54,50,13,"D",54,13
2190910,0.1,"A",7,15,53,50,1,"E",24,13
2190928,1,"E",7,2,79,50,2,"E",25,13
2190965,1,"B",7,15,35,57,2,"E",24,10
2190984,1,"B",5,1,36,54,2,"D",24,11
2190986,1,"C",7,15,54,100,1,"E",24,0
2191010,0.5,"B",7,8,35,57,2,"E",24,10
2191110,1,"B",7,3,57,50,3,"E",24,13
2191129,1,"C",7,11,67,50,3,"E",24,13
2191167,1,"B",4,8,41,50,2,"E",24,13
2191256,1,"D",4,5,45,50,13,"E",53,13
2191260,1,"E",6,1,38,51,1,"D",53,12
2191301,0.99,"B",7,25,59,50,2,"D",24,13
2191324,1,"E",5,9,39,50,1,"E",11,13
2191330,1,"C",6,14,50,60,1,"E",11,9
2191335,1,"B",4,11,55,50,2,"E",24,13
2191364,1,"A",7,12,60,50,2,"D",24,13
2191367,0.38,"A",8,9,59,50,1,"D",24,13
2191407,0.18,"C",5,12,42,50,2,"D",24,13
2191566,0.75,"A",5,15,64,50,2,"D",24,13
2191580,1,"E",6,4,58,50,1,"D",93,13
2191600,0.56,"C",6,2,44,50,1,"D",24,13
2191638,1,"C",5,9,45,50,2,"E",24,13
2191667,1,"A",6,1,54,50,2,"E",24,13
2191670,0.08,"A",6,11,41,50,2,"D",24,13
2191676,1,"E",7,5,42,50,5,"E",52,13
2191679,0.72,"C",8,9,44,50,1,"D",21,13
2191705,1,"C",10,13,54,50,1,"E",24,13
2191707,1,"C",7,12,54,50,1,"E",24,13
2191744,1,"C",5,6,61,50,1,"E",24,13
2191776,1,"A",6,11,57,50,1,"D",24,13
2191805,1,"A",8,14,52,50,4,"E",53,13
2191872,0.07,"A",4,9,35,54,2,"E",82,11
2191919,0.96,"A",4,11,36,50,1,"E",24,13
2191935,1,"D",8,2,35,60,10,"E",53,9
2191938,0.12,"D",9,4,37,50,2,"E",24,13
2191962,0.1,"B",7,3,29,57,12,"D",25,10
2191967,0.04,"B",9,2,38,68,10,"D",83,7
2191968,0.4,"B",9,2,38,64,10,"D",83,8
2191987,0.25,"C",6,3,41,50,4,"D",53,13
2192070,1,"B",5,3,36,50,1,"E",24,13
2192074,1,"D",7,14,46,55,1,"E",52,13
2192112,0.68,"A",4,13,36,57,2,"D",52,10
2192113,1,"E",6,4,29,54,1,"E",93,11
2192166,0.83,"C",5,7,55,58,5,"D",24,13
2192170,0.03,"D",6,10,39,80,4,"E",53,4
2192182,0.75,"D",6,5,36,51,2,"E",82,12
2192218,1,"B",8,11,39,72,2,"D",52,6
2192258,0.51,"B",7,2,36,50,3,"D",52,13
2192292,1,"D",6,13,80,50,2,"D",24,13
2192298,1,"B",6,7,39,50,2,"D",24,13
2192336,1,"D",11,10,45,50,1,"E",52,13
2192380,0.23,"C",6,12,42,50,2,"D",83,13
2192386,1,"C",5,4,31,50,5,"D",53,13
2192395,0.73,"A",5,7,31,62,5,"D",24,13
2192416,1,"C",5,3,60,50,2,"E",53,13
2192428,0.28,"C",7,6,51,50,2,"E",24,13
2192429,1,"A",4,10,39,54,6,"E",24,11
2192460,0.45,"C",6,5,22,100,2,"D",24,0
2192515,1,"A",9,14,80,50,2,"E",24,13
2192525,1,"A",6,13,36,50,1,"E",24,13
2192546,0.32,"D",8,8,58,50,2,"D",82,13
2192561,1,"A",7,19,63,50,1,"E",24,13
2192572,0.66,"B",7,12,48,76,2,"E",24,5
2192574,1,"A",6,13,31,54,1,"D",24,11
2192605,1,"C",6,1,51,50,1,"D",24,13
2192611,0.46,"E",4,4,82,50,5,"E",82,13
2192625,1,"C",4,16,35,51,1,"E",53,12
2192654,1,"C",4,18,24,68,2,"E",24,7
2192660,1,"B",6,18,43,50,1,"E",25,13
2192677,1,"E",6,10,33,50,6,"D",52,13
2192703,0.49,"B",7,4,37,50,1,"D",52,13
2192716,1,"C",5,14,30,51,3,"D",52,12
2192765,0.47,"C",4,5,64,78,2,"E",53,4
2192770,0.57,"A",6,1,52,50,1,"E",24,13
2192771,0.42,"A",6,1,52,50,1,"E",24,13
2192802,1,"B",6,8,29,71,6,"E",52,6
2192828,1,"F",7,19,77,50,2,"D",11,13
2192858,0.56,"B",8,7,46,55,2,"D",24,13
2192893,1,"A",8,16,86,50,11,"E",24,13
2192901,1,"C",7,8,66,50,5,"E",24,13
2192920,0.91,"C",6,0,28,72,12,"D",73,6
2192968,0.96,"D",9,13,53,50,3,"E",25,13
2192982,1,"D",4,10,45,50,2,"D",54,13
2192990,1,"A",5,9,33,63,1,"D",24,13
2193042,0.44,"F",7,12,65,50,2,"E",11,13
2193045,1,"E",7,7,34,54,1,"E",52,11
2193056,1,"A",7,8,35,50,2,"D",24,13
2193084,0.42,"E",6,8,32,90,3,"D",11,2
2193087,1,"A",7,14,38,59,2,"E",24,13
2193121,1,"A",6,3,42,50,2,"D",24,13
2193130,1,"D",5,2,58,50,2,"D",25,13
2193206,1,"D",6,7,40,57,3,"E",24,10
2193221,0.66,"B",6,6,36,50,1,"D",52,13
2193227,1,"D",4,2,82,50,1,"E",52,13
2193235,0.18,"A",6,5,30,60,2,"D",24,9
2193238,0.29,"A",6,5,30,54,2,"D",24,11
2193246,1,"C",7,15,42,50,1,"D",54,13
2193255,0.08,"B",6,13,69,50,1,"D",52,13
2193259,1,"B",4,19,28,51,14,"E",54,12
2193268,0.28,"C",6,12,68,50,2,"D",53,13
2193270,0.47,"E",5,2,30,76,2,"D",24,5
2193277,0.73,"D",4,4,28,60,2,"E",24,9
2193309,1,"A",6,11,47,50,1,"D",24,13
2193329,0.58,"A",7,13,28,57,2,"D",24,10
2193331,0.24,"A",7,7,43,50,5,"D",24,13
2193370,1,"C",5,15,62,50,4,"E",53,13
2193379,1,"A",8,2,43,50,1,"D",24,13
2193388,0.25,"A",7,14,47,50,2,"D",24,13
2193420,0.4,"D",7,1,51,50,4,"E",53,13
2193423,0.5,"B",7,14,37,72,2,"D",24,6
2193478,1,"F",6,9,37,76,2,"D",11,5
2193487,1,"B",4,11,33,60,1,"E",24,9
2193490,1,"C",5,8,72,50,1,"E",24,13
2193497,1,"E",9,2,39,50,13,"E",82,13
2193522,0.86,"B",6,21,58,50,3,"D",24,13
2193563,1,"E",4,4,28,67,2,"D",82,7
2193571,1,"B",6,12,48,50,1,"E",24,13
2193642,1,"A",10,10,55,50,3,"E",24,13
2193654,1,"B",6,15,58,54,12,"D",24,11
2193678,0.07,"C",6,15,32,54,4,"E",24,11
2193694,0.6,"D",5,9,79,50,1,"E",24,13
2193742,0.18,"D",6,6,65,50,2,"E",24,13
2193753,1,"D",6,9,40,54,1,"D",24,11
2193755,0.87,"B",4,11,30,54,2,"E",25,11
2193782,0.67,"C",7,18,59,50,1,"E",82,13
2193792,0.16,"C",4,14,53,50,1,"E",53,13
2193828,0.22,"F",4,11,48,71,1,"E",11,6
2193878,0.06,"B",6,9,31,68,1,"D",53,7
2193888,0.08,"C",6,1,35,75,1,"D",24,5
2193918,0.15,"F",6,10,34,60,2,"D",11,9
2193924,0.29,"C",7,7,51,64,1,"D",52,8
2194006,1,"E",5,2,47,58,2,"D",52,13
2194011,1,"C",7,7,59,50,10,"D",24,13
2194029,0.98,"C",7,7,61,52,1,"D",24,13
2194045,1,"D",7,10,33,64,5,"E",82,8
2194084,0.65,"A",6,7,38,50,2,"D",24,13
2194178,0.91,"B",7,9,52,58,11,"D",24,13
2194219,1,"A",6,1,52,50,1,"D",24,13
2194249,1,"A",4,12,53,50,2,"D",24,13
2194253,0.07,"D",5,9,57,50,2,"D",52,13
